A0A089QRB9	GO:0003824	GO:0004315	GO:0005886	GO:0006633	GO:0008610	GO:0016020	GO:0016491	GO:0016740	GO:0016746	GO:0031177	GO:0034081	GO:0044283	GO:1902321
I6WX95	GO:0006633	GO:0016020
I6WXK4	GO:0004721	GO:0004722	GO:0004725	GO:0005576	GO:0016020	GO:0016787	GO:0020002	GO:0030430	GO:0033644	GO:0043130	GO:0043812	GO:0052036	GO:0052041	GO:0106019	GO:0141081
I6WY86	GO:0016779
I6X9S5	GO:0006749	GO:0006750	GO:0006751	GO:0016740	GO:0016746	GO:0016787	GO:0036374	GO:0103068
I6X9T8	GO:0004497	GO:0016491	GO:0016705
I6XA42	GO:0000049	GO:0003723	GO:0016740	GO:0016746	GO:0016747
I6XCB2	GO:0005737	GO:0007059	GO:0051301	GO:0051304
I6XD65	GO:0006769	GO:0006805	GO:0008198	GO:0008936	GO:0016787	GO:0019363	GO:0030145	GO:0046677	GO:0046872
I6XD69	GO:0003824	GO:0004315	GO:0006629	GO:0006631	GO:0006633	GO:0016491	GO:0016740	GO:0016746	GO:0031177	GO:0042802
I6XDW5	GO:0005886	GO:0016020	GO:0016410	GO:0016740	GO:0016746	GO:0042158
I6XEH5	GO:0003677
I6XEI0	GO:0016020
I6XEI5	GO:0003796	GO:0005576	GO:0016787	GO:0016798	GO:0016998	GO:0071555
I6XEK6	GO:0005886	GO:0008932	GO:0009252	GO:0016020	GO:0016829	GO:0071555
I6XER9	GO:0016020
I6XES4	GO:0008168	GO:0008757	GO:0032259
I6XEU5	GO:0003677	GO:0006310	GO:0015074
I6XEX3	GO:0006508	GO:0008233
I6XF17	GO:0000166	GO:0003676	GO:0006139	GO:0008408
I6XF25	GO:0005886	GO:0006813	GO:0008324	GO:0015079	GO:0071805	GO:0098655
I6XF52	GO:0016020
I6XF84	GO:0003677	GO:0009307
I6XF92	GO:0016787
I6XFA9	GO:0003995	GO:0016491	GO:0016627	GO:0050660
I6XFB7	GO:0016020
I6XFC2	GO:0006355
I6XFD1	GO:0016887
I6XFF3	GO:0005886	GO:0016020	GO:0055085
I6XFI7	GO:0016747
I6XFS7	GO:0003676	GO:0005576	GO:0006364	GO:0008168	GO:0016740	GO:0030430	GO:0031167	GO:0032259	GO:0042025	GO:0044196
I6XFT2	GO:0016491
I6XFU1	GO:0000150	GO:0003677	GO:0006310	GO:0015074
I6XFY8	GO:0006629	GO:0016020	GO:0016746
I6XG13	GO:0003677	GO:0006355	GO:0016020
I6XG31	GO:0005886	GO:0016020
I6XG43	GO:0016705
I6XH73	GO:0003677	GO:0004803	GO:0006310	GO:0006313	GO:0032196
I6XHB8	GO:0005886	GO:0015293	GO:0016020	GO:0022857	GO:0055085
I6XHC3	GO:0016020
I6XHH5	GO:0003824	GO:0016829
I6XHI0	GO:0006629	GO:0006707	GO:0008202	GO:0008203	GO:0016829
I6XHI4	GO:0003988	GO:0006629	GO:0006707	GO:0008202	GO:0008203	GO:0016042	GO:0016740	GO:0016746	GO:0016747	GO:0042802
I6XHJ3	GO:0003988	GO:0006629	GO:0006707	GO:0008202	GO:0008203	GO:0016740	GO:0016746	GO:0016747
I6XHU7	GO:0005524
I6XHX8	GO:0000287	GO:0009132	GO:0010945	GO:0016787	GO:0016818	GO:0030145	GO:0046872
I6XHY3	GO:0016787	GO:0046872
I6XI14	GO:0003824	GO:0004359	GO:0008360	GO:0009236	GO:0009252	GO:0016787	GO:0016874	GO:0071555	GO:0140282
I6XU97	GO:0003824	GO:0016787	GO:0052689	GO:0106435
I6XUD2	GO:0051536	GO:0051539
I6XVW9	GO:0016787
I6XVY0	GO:0005576	GO:0016787
I6XVZ6	GO:0016020
I6XW38	GO:0003677	GO:0003918	GO:0005524	GO:0016747	GO:0034335
I6XWA1	GO:0003824	GO:0004018	GO:0006164	GO:0006189	GO:0009152	GO:0009168	GO:0016829	GO:0044208	GO:0070626
I6XWE5	GO:0000287	GO:0016491	GO:0016624
I6XWG2	GO:0000166	GO:0006777
I6XWJ8	GO:0016746	GO:0016747
I6XWK6	GO:0003839	GO:0016829
I6XYM2	GO:0016209	GO:0016491	GO:0098869
I6XZC4	GO:0016491
I6Y0L1	GO:0003824	GO:0008610	GO:0031177
I6Y0R5	GO:0000166	GO:0004326	GO:0005524	GO:0006761	GO:0008841	GO:0009058	GO:0009396	GO:0016874	GO:0016881	GO:0046654	GO:0046656	GO:0046677	GO:0046872	GO:0046901
I6Y0W5	GO:0003995	GO:0016491	GO:0016627	GO:0050660
I6Y0X0	GO:0016874
I6Y120	GO:0004764	GO:0005737	GO:0009073
I6Y1A7	GO:0003677	GO:0003700	GO:0006355
I6Y1G3	GO:0000166	GO:0005524	GO:0016887
I6Y1G8	GO:0008168	GO:0032259
I6Y1H7	GO:0016020	GO:0022857	GO:0055085
I6Y1I5	GO:0016020
I6Y1Q2	GO:0003677	GO:0003700	GO:0005515	GO:0005737	GO:0006355	GO:0043565	GO:0046872	GO:0046914	GO:0046983
I6Y1U3	GO:0005886	GO:0016020	GO:0055085
I6Y1V6	GO:0005524	GO:0008817	GO:0009236
I6Y1W3	GO:0016491
I6Y204	GO:0004180	GO:0006508	GO:0008233	GO:0008360	GO:0009002	GO:0009252	GO:0016787	GO:0042597	GO:0071555
I6Y231	GO:0003824	GO:0004315	GO:0006633	GO:0008610	GO:0016491	GO:0016740	GO:0016746	GO:0031177	GO:0044283
I6Y242	GO:0008171
I6Y259	GO:0004371	GO:0006071
I6Y263	GO:0003677	GO:0006310	GO:0032196	GO:0046872
I6Y276	GO:0003824	GO:0046872
I6Y2E2	GO:0004497	GO:0004499	GO:0016491	GO:0050660	GO:0050661
I6Y2G3	GO:0000287	GO:0004614	GO:0005975	GO:0016853	GO:0016868	GO:0046872
I6Y2H3	GO:0016020
I6Y2I9	GO:0016020
I6Y2J4	GO:0004806	GO:0005576	GO:0005737	GO:0006629	GO:0008126	GO:0009986	GO:0016042	GO:0016787
I6Y2Q7	GO:0016020
I6Y3I6	GO:0005576
I6Y3P1	GO:0005886	GO:0016020
I6Y3P5	GO:0016020	GO:0043190
I6Y3Q0	GO:0006629	GO:0006707	GO:0008202	GO:0008203	GO:0016042	GO:0016491	GO:0016627	GO:0050660
I6Y3Q7	GO:0016787	GO:0016829	GO:0016831
I6Y3T7	GO:0006629	GO:0006707	GO:0008202	GO:0008203	GO:0016746	GO:0016747	GO:0016829
I6Y3U6	GO:0006629	GO:0006707	GO:0008202	GO:0008203	GO:0016829
I6Y3V3	GO:0016020
I6Y3V5	GO:0006629	GO:0006707	GO:0008202	GO:0008203	GO:0016491	GO:0016627	GO:0050660
I6Y3Z2	GO:0008745	GO:0009253
I6Y460	GO:0016020
I6Y479	GO:0005886	GO:0016020
I6Y482	GO:0000166	GO:0005524	GO:0015833	GO:0016887
I6Y498	GO:0005524	GO:0016887
I6Y4A5	GO:0016787
I6Y4C7	GO:0000166	GO:0005524	GO:0008360	GO:0009058	GO:0009252	GO:0016874	GO:0016879	GO:0016881	GO:0046872	GO:0071555	GO:0140282
I6Y4D2	GO:0008745	GO:0009253	GO:0016787	GO:0016998	GO:0042597	GO:0046872	GO:0071555
I6Y4E8	GO:0003824	GO:0004300	GO:0006629	GO:0006631	GO:0016829
I6Y4K0	GO:0003824	GO:0005975	GO:0016301	GO:0046835
I6Y4R2	GO:0003995	GO:0016491	GO:0016627	GO:0050660
I6Y4S7	GO:0051920	GO:0098869
I6Y4U4	GO:0000166	GO:0016491
I6Y4U9	GO:0004601	GO:0016491	GO:0020037	GO:0046872	GO:0098869	GO:0140737
I6Y4V2	GO:0004175	GO:0080120
I6Y4V6	GO:0000166	GO:0004641	GO:0005524	GO:0005737	GO:0006164	GO:0006189	GO:0016874
I6Y4Z4	GO:0016874
I6Y551	GO:0016491	GO:0016702	GO:0046872	GO:0051213
I6Y5H3	GO:0003700	GO:0006355
I6Y748	GO:0005886	GO:0016020
I6Y778	GO:0006629	GO:0006631	GO:0016491	GO:0047025
I6Y7N2	GO:0016491	GO:0050660	GO:0071949
I6Y7V6	GO:0008610	GO:0016874
I6Y870	GO:0016020	GO:0043190
I6Y890	GO:0000150	GO:0003677	GO:0006310	GO:0015074
I6Y8B5	GO:0006629	GO:0016829
I6Y8D3	GO:0016301
I6Y8F2	GO:0016829
I6Y8F7	GO:0003677
I6Y8H4	GO:0016614	GO:0050660
I6Y8I5	GO:0016491	GO:0043687	GO:0046872	GO:0120147
I6Y8K3	GO:0003700	GO:0006355
I6Y8K5	GO:0005576	GO:0009986
I6Y8R4	GO:0004144	GO:0005576	GO:0016746	GO:0050348
I6Y8S6	GO:0000166	GO:0004642	GO:0005524	GO:0005737	GO:0006164	GO:0006189	GO:0009152	GO:0016874
I6Y8V2	GO:0016491
I6Y8X0	GO:0004177	GO:0006508	GO:0008233	GO:0016787
I6Y8Y0	GO:0003824
I6Y8Y8	GO:0006777
I6Y8Z3	GO:0016020
I6Y941	GO:0003677	GO:0004803	GO:0006310	GO:0006313	GO:0032196
I6Y946	GO:0005515	GO:0016491
I6Y9F7	GO:0016787
I6Y9I3	GO:0016491
I6Y9J2	GO:0005886	GO:0008360	GO:0009252	GO:0016020	GO:0016740	GO:0016746	GO:0046872	GO:0071555
I6Y9K2	GO:0003676	GO:0003677	GO:0004519	GO:0009307
I6Y9M6	GO:0004190	GO:0016020
I6Y9Q3	GO:0005737	GO:0006099	GO:0016740	GO:0019679	GO:0036440	GO:0046912	GO:0050440
I6Y9U6	GO:0016020
I6YA00	GO:0006979	GO:0016491	GO:0016671	GO:0030091	GO:0033743
I6YA03	GO:0003824	GO:0004300	GO:0006629	GO:0006631
I6YA25	GO:0016020
I6YA32	GO:0005886	GO:0016020	GO:0016787	GO:0071555
I6YA50	GO:0016020
I6YA75	GO:0016020
I6YA93	GO:0000150	GO:0003677	GO:0006310	GO:0015074
I6YAA5	GO:0016020
I6YAV3	GO:0005886	GO:0016020
I6YAW3	GO:0003871	GO:0008270	GO:0009086
I6YAZ1	GO:0008168	GO:0008757	GO:0032259
I6YB06	GO:0045454
I6YB11	GO:0016491
I6YB21	GO:0005886	GO:0016020
I6YB49	GO:0006629	GO:0016042	GO:0016787
I6YBN6	GO:0005886	GO:0016020
I6YBQ3	GO:0003677	GO:0043565
I6YBZ8	GO:0006629	GO:0006631	GO:0016829
I6YC03	GO:0003824	GO:0004301	GO:0009636	GO:0016787
I6YC39	GO:0003676	GO:0015074
I6YC44	GO:0016020
I6YC53	GO:0005576
I6YC58	GO:0004252	GO:0005886	GO:0006508	GO:0008233	GO:0008236	GO:0016020	GO:0016787
I6YC95	GO:0016020
I6YC99	GO:0016020
I6YCA3	GO:0006629	GO:0006707	GO:0008202	GO:0008203	GO:0016042	GO:0016491	GO:0016627	GO:0050660
I6YCE1	GO:0016491
I6YCF0	GO:0006629	GO:0006707	GO:0008202	GO:0008203	GO:0016491
I6YCF3	GO:0000166	GO:0004386	GO:0005524	GO:0006338	GO:0016787
I6YCF5	GO:0006629	GO:0006707	GO:0008202	GO:0008203	GO:0016491	GO:0016627	GO:0050660
I6YCG9	GO:0005886	GO:0015105	GO:0015700	GO:0016020	GO:0055085
I6YCN3	GO:0000166	GO:0005524	GO:0016740	GO:0016779
I6YCQ4	GO:0003824	GO:0016787
I6YCR8	GO:0016020
I6YCS6	GO:0003824
I6YDH3	GO:0016020
I6YDI9	GO:0016746
I6YDK7	GO:0006552	GO:0016740	GO:0016874
I6YDN6	GO:0004177	GO:0008235	GO:0016787	GO:0046872
I6YDV4	GO:0016787
I6YE30	GO:0003677
I6YE67	GO:0005886	GO:0016020
I6YEA3	GO:0008168	GO:0016740	GO:0032259
I6YEB1	GO:0003677	GO:0009307
I6YEB6	GO:0016491
I6YEE1	GO:0008770	GO:0016787	GO:0046872
I6YEE6	GO:0008239	GO:0016787
I6YEH6	GO:0016829
I6YEJ7	GO:0005886	GO:0006811	GO:0015099	GO:0015675	GO:0016020	GO:0035444	GO:0046677
I6YEL8	GO:0016020
I6YEN3	GO:0004497	GO:0016705
I6YET7	GO:0005886	GO:0016020
I6YEU0	GO:0000166	GO:0003824	GO:0004075	GO:0004736	GO:0005524	GO:0005737	GO:0006094	GO:0016874	GO:0044281	GO:0046872
I6YEZ8	GO:0006629	GO:0016740	GO:0016746
I6YF08	GO:0005576	GO:0005886	GO:0006629	GO:0008126	GO:0016020	GO:0016787
I6YF11	GO:0000166	GO:0005524	GO:0016887	GO:0055085
I6YF40	GO:0003824	GO:0046872
I6YFL7	GO:0005506	GO:0046872
I6YFP0	GO:0000166	GO:0004077	GO:0005524	GO:0008284	GO:0009374	GO:0016874	GO:0032991	GO:0036211	GO:0042803
I6YG32	GO:0004596	GO:0005515	GO:0006474	GO:0008080	GO:0008999	GO:0016740	GO:0016746	GO:0016747	GO:0120518	GO:1990189
I6YG46	GO:0004058	GO:0004351	GO:0006536	GO:0016829	GO:0016830	GO:0016831	GO:0019752	GO:0030170
I6YG51	GO:0016020
I6YG92	GO:0016020
I6YGA5	GO:0016020
I6YGB1	GO:0016020
I6YGC8	GO:0016874
I6YGD8	GO:0016746	GO:0016747
I6YGF8	GO:0006629	GO:0006707	GO:0008202	GO:0008203	GO:0016829
I6YGH7	GO:0016491	GO:0016627	GO:0050660
I6YGL1	GO:0016787
I6YGS0	GO:0003824	GO:0004301	GO:0009636	GO:0016787
I6YGT7	GO:0016020
I6YGV9	GO:0005886	GO:0016020	GO:0055085
I6YGW2	GO:0006508	GO:0008233
I6YGW6	GO:0016020	GO:0016209	GO:0016491	GO:0017004	GO:0030313	GO:0098869
I6YGX2	GO:0003824	GO:0004180	GO:0006508	GO:0008233	GO:0008658	GO:0016757	GO:0016787
I6YGX9	GO:0005524	GO:0016887
I6YGY9	GO:0016020
I6YHB0	GO:0003677	GO:0005886	GO:0016020
L0T243	GO:0016020
L0T2H7	GO:0005576	GO:0033650
L0T2Q9	GO:0016020	GO:0043190
L0T2W6	GO:0005576	GO:0005886	GO:0009274	GO:0016020	GO:0051701
L0T2Z1	GO:0016491	GO:0043546	GO:0046872	GO:0051536	GO:0051539
L0T550	GO:0005886	GO:0006508	GO:0008233	GO:0008237	GO:0016020	GO:0016787	GO:0046872
L0T5T4	GO:0005576
L0T5V6	GO:0000287	GO:0004518	GO:0004540	GO:0016787	GO:0046872
L0T643	GO:0016137
L0T864	GO:0003676	GO:0003677	GO:0003906	GO:0004519	GO:0005886	GO:0006281	GO:0006289	GO:0008270	GO:0009274	GO:0016787	GO:0016799	GO:0019104	GO:0034599	GO:0046872
L0T905	GO:0005515	GO:0005737	GO:0006355	GO:0043856	GO:0045893	GO:0046872
L0T911	GO:0005886	GO:0008360	GO:0008658	GO:0009252	GO:0016020	GO:0071555
L0TAD5	GO:0008168	GO:0008171	GO:0016740	GO:0032259	GO:0046872
L0TB61	GO:0006629	GO:0016042	GO:0016787
L0TBP1	GO:0003677
L0TBR2	GO:0003824	GO:0008609	GO:0008610	GO:0050660	GO:0071949
L0TC47	GO:0003824	GO:0005504	GO:0006629	GO:0009062	GO:0016042	GO:0016298	GO:0016787	GO:0052689	GO:0071468	GO:0106435
L0TCG5	GO:0003677	GO:0003700	GO:0006352	GO:0006355	GO:0016987	GO:0042542	GO:2000142
L0TDE1	GO:0000166	GO:0003910	GO:0005524	GO:0006281	GO:0006310	GO:0016874
L0TDU1	GO:0005886	GO:0016020	GO:0022857	GO:0055085
L0TEV4	GO:0005886	GO:0016020	GO:0055085
L0TGF0	GO:0004518	GO:0016787
L7N648	GO:0005576	GO:0033650	GO:0042025	GO:0044196
L7N650	GO:0004029	GO:0016491	GO:0016620
L7N651	GO:0016020
L7N652	GO:0005886	GO:0016020	GO:0055085
L7N653	GO:0008745	GO:0009253	GO:0016787	GO:0016998	GO:0042597	GO:0071555
L7N654	GO:0016740	GO:0016765
L7N655	GO:0004177	GO:0006508	GO:0008233	GO:0008237	GO:0008270	GO:0016285	GO:0016787	GO:0046872
L7N662	GO:0005886	GO:0009055	GO:0016020	GO:0019646	GO:0046872	GO:0070069
L7N663	GO:0016787	GO:0046872
L7N664	GO:0015035	GO:0016491
L7N665	GO:0006812	GO:0015297	GO:0016020	GO:0055085	GO:1902600
L7N667	GO:0005576
L7N669	GO:0003824	GO:0008686	GO:0009231	GO:0046872
L7N671	GO:0016020
L7N672	GO:0000166	GO:0003723	GO:0006396	GO:0008033	GO:0016740	GO:0016779
L7N674	GO:0000166	GO:0005524	GO:0008641	GO:0016740
L7N675	GO:0005576	GO:0009986
L7N677	GO:0003700	GO:0006355
L7N680	GO:0005576	GO:0141158
L7N682	GO:0016746	GO:0016747
L7N684	GO:0016787	GO:0046872
L7N685	GO:0016020
L7N687	GO:0008168	GO:0032259
L7N688	GO:0006631	GO:0009056	GO:0016491	GO:0016616	GO:0070403
L7N689	GO:0000160	GO:0003677	GO:0006355	GO:0010468	GO:0080090
L7N690	GO:0016787	GO:0016805
L7N692	GO:0016020
L7N695	GO:0005576	GO:0009986	GO:0030313
L7N697	GO:0016020	GO:0016787	GO:0052689
L7N698	GO:0016020
L7N699	GO:0008610	GO:0016874
L7N6A2	GO:0003677	GO:0006355
L7N6A4	GO:0006281	GO:0006307	GO:0051213
L7N6A5	GO:0000166	GO:0005525	GO:0009058	GO:0009298	GO:0016740	GO:0016779	GO:0071555
L7N6B0	GO:0004553	GO:0004563	GO:0005886	GO:0005975	GO:0009254	GO:0016020	GO:0016787	GO:0016798	GO:0071555
L7N6B2	GO:0030313	GO:1901678
L7N6B3	GO:0008270	GO:0016491	GO:0046872
L7N6B4	GO:0000166	GO:0006777
L7N6B9	GO:0006865	GO:0016020	GO:0055085
L7N6C0	GO:0008168	GO:0032259
O05294	GO:0005886
O05295	GO:0016874
O05296	GO:0005886
O05301	GO:0005886	GO:0016020	GO:0022857	GO:0055085
O05305	GO:0016887
O05306	GO:0009691	GO:0016787	GO:0016799	GO:0102682
O05307	GO:0000166	GO:0004467	GO:0005524	GO:0006629	GO:0006631	GO:0016874	GO:0031956
O05310	GO:0009274	GO:0016020
O05311	GO:0003824	GO:0006281	GO:0006284	GO:0008725	GO:0016798	GO:0046872
O05312	GO:0005509	GO:0008047	GO:0036094
O05316	GO:0005829	GO:0005886	GO:0008239	GO:0016787
O05317	GO:0012505	GO:0016020
O05318	GO:0005886	GO:0016020	GO:0046677
O05436	GO:0005886
O05439	GO:0005509
O05442	GO:0001907	GO:0003953	GO:0005515	GO:0005576	GO:0005829	GO:0006811	GO:0009274	GO:0009279	GO:0009986	GO:0015288	GO:0016020	GO:0016787	GO:0030430	GO:0035821	GO:0044164	GO:0046930	GO:0050135	GO:0055085	GO:0061809	GO:0090729
O05443	GO:0005515
O05444	GO:0005576	GO:0016020
O05445	GO:0005886
O05446	GO:0005576
O05450	GO:0000166	GO:0003677	GO:0005524	GO:0005886	GO:0009274	GO:0016020	GO:0046872
O05453	GO:0005576
O05456	GO:0005886
O05458	GO:0004252	GO:0005886	GO:0006508	GO:0008233	GO:0008236	GO:0016020	GO:0016787
O05461	GO:0004252	GO:0005886	GO:0006508	GO:0008233	GO:0008236	GO:0009986	GO:0016020	GO:0016787	GO:0044003	GO:0051046
O05572	GO:0004161	GO:0004659	GO:0006629	GO:0008299	GO:0016740	GO:0033384	GO:0046872
O05574	GO:0006457	GO:0044183
O05575	GO:0000166	GO:0005524	GO:0030272	GO:0046872
O05576	GO:0003983	GO:0005886	GO:0006011	GO:0009058	GO:0016779
O05578	GO:0005737	GO:0016740	GO:0016746	GO:0016747
O05579	GO:0005576	GO:0016020
O05581	GO:0006355	GO:0016407	GO:0016740	GO:0016746	GO:0016747	GO:0030552	GO:0046872
O05582	GO:0005576	GO:0005886
O05589	GO:0005576
O05591	GO:0005886	GO:0009058	GO:0009274	GO:0009396
O05592	GO:0005886	GO:0009274
O05598	GO:0005886	GO:0008610	GO:0009274	GO:0016874
O05769	GO:0005576	GO:0005886	GO:0006508	GO:0008233	GO:0016020	GO:0016787
O05772	GO:0016705
O05773	GO:0000166	GO:0016627	GO:0050660
O05777	GO:0005886	GO:0009274	GO:0046872
O05779	GO:0000166	GO:0000287	GO:0005515	GO:0005524	GO:0005886	GO:0016020	GO:0016787	GO:0016887	GO:0030145	GO:0051301
O05780	GO:0005576	GO:0016020
O05781	GO:0005886	GO:0008381	GO:0016020	GO:0034220	GO:0055085
O05784	GO:0003824	GO:0008609	GO:0008610	GO:0009274	GO:0050660	GO:0071949
O05790	GO:0003824
O05791	GO:0003824
O05797	GO:0000160	GO:0003677	GO:0006355	GO:0032324
O05805	GO:0005829	GO:0009274
O05819	GO:0003824	GO:0005829	GO:0005886	GO:0008610	GO:0009274	GO:0031177
O05833	GO:0003824
O05838	GO:0005886
O05841	GO:0003824	GO:0016747	GO:0030649	GO:0034071
O05842	GO:0005829	GO:0005886	GO:0009274	GO:0010039
O05848	GO:0005886	GO:0016301
O05849	GO:0016020
O05853	GO:0009274	GO:0043590
O05854	GO:0005829	GO:0005886	GO:0016020
O05855	GO:0000166	GO:0003676	GO:0003724	GO:0004386	GO:0005524	GO:0009274	GO:0016787
O05857	GO:0005576	GO:0005886
O05858	GO:0003677	GO:0005886	GO:0006355
O05859	GO:0005829	GO:0006508	GO:0008237	GO:0008270	GO:0016020
O05861	GO:0005886	GO:0009274
O05862	GO:0003824	GO:0006281	GO:0006974	GO:0008168	GO:0032259
O05872	GO:0003677	GO:0003697	GO:0006508	GO:0006974	GO:0008233	GO:0016787	GO:0016829	GO:0106300
O05873	GO:0000166	GO:0003924	GO:0005525
O05877	GO:0005515	GO:0005525	GO:0005886	GO:0006183	GO:0006793	GO:0008976	GO:0016301	GO:0016740
O05878	GO:0016746
O05880	GO:0005829
O05882	GO:0005886	GO:0006813	GO:0008324	GO:0009274	GO:0098655
O05883	GO:0008168	GO:0016020	GO:0016740	GO:0032259
O05884	GO:0004622	GO:0005886	GO:0006629	GO:0016020	GO:0016042	GO:0016787	GO:0022857	GO:0046470	GO:0055085
O05886	GO:0005737	GO:0006417
O05888	GO:0009274
O05892	GO:0003677	GO:0005737	GO:0006355
O05894	GO:0005506	GO:0046872
O05895	GO:0004497	GO:0005886	GO:0006629	GO:0016020	GO:0016491	GO:0043448	GO:0080133
O05896	GO:0003333	GO:0005576	GO:0016020	GO:0022857	GO:0055085
O05897	GO:0005829	GO:0005886	GO:0009274
O05898	GO:0004476	GO:0005829	GO:0005886	GO:0005975	GO:0008270	GO:0009298	GO:0016853	GO:0046872
O05899	GO:0005886	GO:0097367	GO:1901135
O05900	GO:0005829	GO:0005886
O05904	GO:0016020
O05910	GO:0003677	GO:0006355
O06128	GO:0016020
O06132	GO:0016020
O06133	GO:0016020
O06135	GO:0006637	GO:0016787	GO:0047617
O06136	GO:0005886	GO:0016020
O06137	GO:0000166	GO:0005524	GO:0005886	GO:0009274	GO:0016020	GO:0016887	GO:0034775	GO:0042626	GO:0045454	GO:0055085	GO:0140359
O06138	GO:0000166	GO:0005524	GO:0005886	GO:0016020	GO:0016887	GO:0042883	GO:0055085	GO:0140359
O06139	GO:0005886	GO:0016020	GO:0046872
O06141	GO:0016020
O06144	GO:0005886	GO:0009274	GO:0016746	GO:0016747
O06152	GO:0005576	GO:0005886	GO:0009103	GO:0016020	GO:0016740	GO:0016757
O06155	GO:0008800	GO:0017001	GO:0030655	GO:0046677
O06159	GO:0004739	GO:0005886	GO:0009274	GO:0016740	GO:0016746	GO:0043754
O06169	GO:0003677	GO:0006355	GO:0042783	GO:0042802
O06170	GO:0005886	GO:0016020
O06171	GO:0012505	GO:0016020
O06178	GO:0016289	GO:0016787	GO:0047617
O06179	GO:0004497	GO:0016491	GO:0018580
O06198	GO:0005886
O06213	GO:0016020
O06216	GO:0005886	GO:0016705
O06218	GO:0004601	GO:0005886	GO:0009274	GO:0016491	GO:0051920	GO:0098869
O06230	GO:0016020
O06231	GO:0016020
O06243	GO:0006355
O06252	GO:0005886	GO:0016020
O06277	GO:0016020
O06278	GO:0005886	GO:0016020
O06291	GO:0004252	GO:0005886	GO:0006508	GO:0008233	GO:0008236	GO:0009274	GO:0016020	GO:0016787
O06296	GO:0016779
O06298	GO:0009274	GO:0016020
O06302	GO:0000976	GO:0003677	GO:0003700	GO:0005515	GO:0005886	GO:0006355	GO:0045892
O06307	GO:0005737	GO:0005886	GO:0006629	GO:0006631	GO:0016020	GO:0016787	GO:0042995
O06311	GO:0005576	GO:0005886	GO:0009274	GO:0016020
