PA0005	GO:0008654	GO:0042171
PA0609	GO:0000162	GO:0004049	GO:0006091	GO:0006520	GO:0006558	GO:0006744
PA0610	GO:0006355	GO:1900378
PA0611	GO:1900377
PA0612	GO:0031328	GO:1900378
PA0649	GO:0000162	GO:0004049
PA0651	GO:0000162	GO:0004425
PA0652	GO:0009405	GO:0043902
PA0662	GO:0008800
PA0672	GO:0006788
PA0674	GO:0038023	GO:0042597
PA0675	GO:0005829	GO:0009405	GO:0016987
PA0676	GO:0016989
PA0681	GO:0015627	GO:0046903
PA0685	GO:0015627
PA0686	GO:0015627
PA0688	GO:0015628	GO:0043952
PA0689	GO:0015628	GO:0043952
PA0690	GO:0009405	GO:0046819	GO:0098046
PA0691	GO:0008219	GO:0044010
PA0692	GO:0046819	GO:0098046
PA0705	GO:0009244	GO:0015920	GO:0016757	GO:0044010
PA0706	GO:0046677
PA0707	GO:0045893
PA0728.1	GO:0097351	GO:0110001
PA0729	GO:0097351	GO:0110001
PA0762	GO:0000345	GO:0009405	GO:0016987	GO:0032885	GO:0036460	GO:0071236	GO:1900036	GO:1900189	GO:1900233	GO:1902201	GO:1902884
PA0763	GO:0016989	GO:0032885
PA0764	GO:0032885
PA0765	GO:0006355	GO:0009276	GO:0032885
PA0766	GO:0007165	GO:0042597
PA0768	GO:0008233
PA0779	GO:0071236	GO:0080164
PA0780	GO:0006355	GO:0006562	GO:2001158
PA0782	GO:0003842	GO:0004657	GO:0010133
PA0783	GO:0010133	GO:0015193	GO:1904271
PA0785	GO:0016655
PA0795	GO:0006099	GO:0036440	GO:0045239
PA0807	GO:0008745	GO:0009276	GO:0033252
PA0826.2	GO:0031647	GO:0070930
PA0831	GO:0006355	GO:0006593
PA0844	GO:0005615	GO:0009405	GO:0015628	GO:0016298	GO:0033188	GO:0034480	GO:0044179	GO:0052051
PA0845	GO:0017040	GO:0051872
PA0847	GO:0052621
PA0852	GO:0005615	GO:0008061	GO:0015628	GO:0043952	GO:0052051
PA0865	GO:0016763
PA0872	GO:0006520	GO:0006571
PA0873	GO:0006355	GO:0006559
PA0888	GO:0005615	GO:0006810	GO:0015822	GO:0097638	GO:0097640	GO:1902023
PA0889	GO:0015822	GO:0097638	GO:0097640	GO:1902023
PA0890	GO:0015822	GO:0097638	GO:0097640	GO:1902023
PA0892	GO:0015822	GO:0097638	GO:0097640	GO:1902023
PA0893	GO:0006355	GO:1900079	GO:1900081
PA0895	GO:0003992	GO:0006526	GO:0006527
PA0896	GO:0006527
PA0897	GO:0006520	GO:0006527
PA0898	GO:0006520	GO:0006527
PA0899	GO:0006520	GO:0006527
PA0901	GO:0006520	GO:0006527
PA0905	GO:0003729	GO:0009372	GO:0009405	GO:0030254	GO:0033103	GO:0043455	GO:1900190
PA0906	GO:0001896	GO:0006974	GO:0045892
PA0907	GO:0001896	GO:0006974	GO:0043068
PA0908	GO:0001896	GO:0006974	GO:0071236
PA0909	GO:0001896	GO:0006974
PA0910	GO:0001896	GO:0006974
PA0911	GO:0001896	GO:0006974
PA0913	GO:0000287	GO:0015693
PA0919	GO:0016787	GO:0055091
PA0920	GO:0047637	GO:0055091
PA0928	GO:1900378	GO:2000147
PA0931	GO:0015344	GO:0015891	GO:0042930	GO:0042931
PA0934	GO:0009405	GO:0015968
PA0938	GO:0005886	GO:0009243	GO:0009276	GO:0016020	GO:0043165	GO:0098567
PA0944	GO:0044010	GO:0071978
PA0949	GO:0003955	GO:0016655	GO:0034599
PA0958	GO:0015288	GO:0019867
PA0967	GO:0006281	GO:0071247	GO:0072715
PA0969	GO:0006810	GO:0016020
PA0970	GO:0006810
PA0996	GO:0044550
PA0997	GO:0044550
PA0998	GO:0044550
PA0999	GO:0016746	GO:0044550
PA1000	GO:0044550	GO:0051188
PA1001	GO:0002047	GO:0004049
PA1002	GO:0002047	GO:0004049
PA1003	GO:0000976	GO:0034762	GO:0043902	GO:0051349
PA1006	GO:0005515	GO:0006875	GO:0009405	GO:0042128	GO:0044010	GO:0046916
PA1014	GO:0008919
PA1024	GO:0016491	GO:0055114
PA1032	GO:0016811
PA1054	GO:0015385	GO:0035725
PA1055	GO:0015385	GO:0035725
PA1056	GO:0015385	GO:0035725
PA1057	GO:0015385	GO:0035725
PA1058	GO:0015385	GO:0035725
PA1059	GO:0015385	GO:0035725
PA1070	GO:0006810	GO:0015808	GO:0042941
PA1071	GO:0006810	GO:0015808	GO:0042941	GO:1903805	GO:1903806
PA1072	GO:0006810	GO:0016020	GO:0042941
PA1073	GO:0006810	GO:0015808	GO:0016020	GO:0042941	GO:1903806
PA1074	GO:0015803	GO:0015808	GO:0042941	GO:1903805	GO:1903806
PA1092	GO:0071973
PA1094	GO:0007155	GO:0009421
PA1097	GO:0000987	GO:0001216	GO:0001217	GO:0006351	GO:0006355	GO:0010811	GO:0035438	GO:0045785	GO:1901202	GO:1902021	GO:2000155
PA1098	GO:0000155	GO:0000160
PA1099	GO:0000156	GO:0006355	GO:0045785	GO:1900191	GO:2000155
PA1101	GO:0006928	GO:0009276	GO:0009296
PA1107	GO:0045226	GO:0052621
PA1120	GO:0052621
PA1121	GO:0042597
PA1130	GO:0009247	GO:0016740
PA1150	GO:0019835
PA1151	GO:0030153
PA1155	GO:0005506	GO:0005971	GO:0009263
PA1156	GO:0005971
PA1165	GO:0016740
PA1178	GO:0001530	GO:0009279	GO:0016021
PA1179	GO:0071073
PA1183	GO:0006835	GO:0015740
PA1204	GO:0003955	GO:0016655
PA1221	GO:0018117
PA1225	GO:0003960
PA1242	GO:0004252	GO:0008233	GO:0043107	GO:0071977	GO:0071978	GO:1900232	GO:1900377
PA1244	GO:0062161
PA1246	GO:0046903
PA1247	GO:0046903
PA1248	GO:0046903
PA1249	GO:0001869	GO:0008233	GO:0009405	GO:0010765	GO:0045959
PA1252	GO:0019470
PA1253	GO:0019470	GO:0047533
PA1254	GO:0019470	GO:0047425
PA1255	GO:0047580
PA1256	GO:0034589
PA1257	GO:0034589
PA1258	GO:0034589
PA1259	GO:0019470
PA1260	GO:0034589
PA1261	GO:0045764	GO:0051957
PA1266	GO:0019470
PA1266.1	GO:0019470
PA1267	GO:0019470
PA1268	GO:0047580
PA1300	GO:0005829
PA1303	GO:0008233	GO:0045861	GO:0051055	GO:1900376	GO:2000145
PA1311	GO:0019700	GO:0050194
PA1335	GO:0043565
PA1339	GO:0006868	GO:0042940	GO:0051938	GO:0070778
PA1340	GO:0006868	GO:0042940	GO:0051938	GO:1903803
PA1341	GO:0051938
PA1342	GO:0005615	GO:0006868	GO:0042940	GO:0051938	GO:0070778
PA1361	GO:0005886	GO:0015307	GO:0098567
PA1363	GO:0005829
PA1364	GO:0016989
PA1409	GO:0006595	GO:0016787
PA1421	GO:0006527	GO:0047971
PA1422	GO:0051345	GO:1900081
PA1423	GO:0009405
PA1430	GO:0003700	GO:0006355	GO:0009405	GO:0051544	GO:0060310
PA1431	GO:0003677	GO:0006355	GO:0009372	GO:0051713	GO:0060311	GO:1900192	GO:1900377	GO:2000146
PA1432	GO:0007165
PA1444	GO:0006928	GO:0006935	GO:0050896
PA1454	GO:0005524
PA1455	GO:0006355	GO:2000147
PA1456	GO:1900192
PA1457	GO:0006935	GO:0071978
PA1460	GO:0071973	GO:0071978
PA1461	GO:0071973	GO:0071978
PA1477	GO:0002049	GO:0004096	GO:0009247	GO:0043107	GO:0071977	GO:0071978
PA1480	GO:0002049	GO:0004096	GO:0043107	GO:0071977	GO:0071978
PA1486	GO:0004177
PA1493	GO:0005615
PA1494	GO:0032885
PA1509	GO:0005515
PA1510	GO:0006914	GO:0030968	GO:0044167
PA1511	GO:0033103	GO:0033104
PA1520	GO:0045892
PA1524	GO:0004096
PA1525	GO:0018685	GO:0043448
PA1532	GO:0006260	GO:0043846
PA1535	GO:0034824	GO:0046247
PA1544	GO:0000976	GO:0006355	GO:0036293	GO:0036294	GO:0046202	GO:0051353	GO:1900081	GO:1900275
PA1546	GO:0004109	GO:0051188
PA1552	GO:0004129
PA1552.1	GO:0004129
PA1553	GO:0004129
PA1554	GO:0004129
PA1555	GO:0004129
PA1555.1	GO:0004129
PA1556	GO:0004129
PA1557	GO:0004129
PA1561	GO:0009454
PA1565	GO:0006598
PA1566	GO:0006598
PA1580	GO:0006099	GO:0036440	GO:0045239
PA1587	GO:0009405	GO:0042783
PA1588	GO:0004550	GO:0004775	GO:0009142	GO:0042709	GO:0046777
PA1589	GO:0004550	GO:0004775	GO:0009142	GO:0042709
PA1590	GO:0015803
PA1609	GO:0006636
PA1610	GO:0006636
PA1611	GO:0000155
PA1618	GO:0016790
PA1656	GO:0033103
PA1657	GO:0033103
PA1658	GO:0033103
PA1659	GO:0033103
PA1660	GO:0033103
PA1661	GO:0033103
PA1662	GO:0033103
PA1663	GO:0033103
PA1664	GO:0033103
PA1665	GO:0033103
PA1666	GO:0033103
PA1667	GO:0033103
PA1668	GO:0033103
PA1669	GO:0033103
PA1670	GO:0033103	GO:0044267
PA1671	GO:0033103
PA1698	GO:0005515	GO:0030254	GO:0050709
PA1699	GO:0005515	GO:0030254	GO:0050709
PA1700	GO:0030254
PA1701	GO:0005515	GO:0030254
PA1702	GO:0005515	GO:0030254
PA1703	GO:0050709
PA1705	GO:0050709
PA1706	GO:0005615	GO:0030254	GO:0030257
PA1707	GO:0030254	GO:0051131
PA1708	GO:0042000	GO:0051087
PA1709	GO:0042000	GO:0051087
PA1710	GO:0030254	GO:0045893
PA1711	GO:0030254	GO:0050709	GO:0051087	GO:0071277
PA1713	GO:0000976	GO:0006355	GO:0050709
PA1714	GO:0032091	GO:0043392	GO:0045892	GO:0050709	GO:0071277
PA1715	GO:0030254
PA1716	GO:0030254
PA1717	GO:0030254
PA1718	GO:0030254
PA1719	GO:0030254	GO:0030257
PA1720	GO:0030254
PA1721	GO:0030254
PA1722	GO:0030254
PA1723	GO:0030254
PA1724	GO:0030254
PA1725	GO:0030254
PA1726	GO:0004553
PA1727	GO:0052621	GO:0071111	GO:0071732
PA1754	GO:0000976	GO:0019344	GO:0045893
PA1756	GO:0000103	GO:0009973
PA1757	GO:0004413	GO:0004647	GO:0006564	GO:0009088	GO:0043899
PA1771	GO:0003824
PA1773	GO:0016020
PA1774	GO:0003674	GO:0005575	GO:0008150
PA1775	GO:0003674	GO:0005575	GO:0008150	GO:0016020
PA1776	GO:0006355	GO:0016987	GO:0030307
PA1777	GO:0001851	GO:0006810	GO:0015288	GO:0019867	GO:0044406
PA1780	GO:0006783
PA1781.1	GO:0090352
PA1785	GO:0090352
PA1798	GO:0000155
PA1799	GO:0000156	GO:0071073
PA1801	GO:0044010	GO:0044011	GO:0071236	GO:0071978
PA1803	GO:0009405	GO:0030254	GO:0042493	GO:0043107	GO:0044010	GO:0071236	GO:0071977	GO:0071978
PA1806	GO:0016631
PA1807	GO:0006857	GO:0035673
PA1808	GO:0006857
PA1809	GO:0006857
PA1810	GO:0006857	GO:0035673
PA1811	GO:0006857	GO:0035673
PA1823	GO:0016787
PA1838	GO:0008152	GO:0009970
PA1844	GO:0004040
PA1865	GO:0004518
PA1867	GO:0015627
PA1868	GO:0015627	GO:0046903
PA1871	GO:0004175	GO:0005615	GO:0006508	GO:0015628	GO:0043952
PA1898	GO:0000976	GO:0009372	GO:1900377
PA1899	GO:0002047
PA1900	GO:0002047
PA1901	GO:0002047
PA1902	GO:0002047
PA1903	GO:0002047
PA1904	GO:0002047
PA1905	GO:0002047
PA1910	GO:0005829	GO:0015891	GO:0016987	GO:0034756
PA1912	GO:0015344	GO:0015891
PA1920	GO:0009405
PA1948	GO:0015628	GO:0043952	GO:0052051
PA1951	GO:0044010	GO:1990000
PA1952	GO:0044010	GO:1990000
PA1953	GO:0044010	GO:1990000
PA1954	GO:0009405	GO:0044010	GO:1990000
PA1955	GO:0044010	GO:1990000
PA1956	GO:0044010	GO:1990000
PA1962	GO:0016655
PA1971	GO:0006810	GO:0015803
PA1976	GO:1900065
PA1978	GO:0000156
PA1979	GO:0045893
PA1980	GO:0045893
PA1982	GO:0006069	GO:0018468
PA1983	GO:0006069	GO:0006091	GO:0015976	GO:0044248
PA1998	GO:0003700	GO:0009896
PA1999	GO:0042413
PA2000	GO:0042413
PA2003	GO:0003858
PA2005	GO:0000976
PA2011	GO:0004419	GO:0006552	GO:0008300	GO:0046247
PA2012	GO:0004485	GO:0006552	GO:0008300	GO:0046247
PA2013	GO:0004490	GO:0006552	GO:0008300	GO:0046247
PA2014	GO:0004485	GO:0008300
PA2015	GO:0008300	GO:0008470
PA2016	GO:0006355	GO:0008300
PA2018	GO:0042493	GO:0042910	GO:0046677
PA2019	GO:0042493	GO:0042910	GO:0046677
PA2020	GO:0000976	GO:0006355	GO:0032410	GO:0034763	GO:0045892
PA2023	GO:0009244	GO:0009405
PA2025	GO:0006520	GO:0006536	GO:0006749	GO:0051188
PA2040	GO:0006598
PA2050	GO:0005829	GO:0010959	GO:0016987
PA2053	GO:0004089	GO:0008270
PA2057	GO:0019867
PA2070	GO:0019867
PA2077	GO:0031408	GO:0051213
PA2078	GO:0031408
PA2080	GO:0019441
PA2081	GO:0004061	GO:0005575	GO:0006520	GO:0008150	GO:0019441
PA2089	GO:0019867
PA2093	GO:0005829	GO:0016987	GO:0034756
PA2121	GO:0003677
PA2126	GO:0000976	GO:0005515	GO:0071453
PA2126.1	GO:0010628
PA2127	GO:0000976	GO:0005515	GO:0071453
PA2128	GO:0009405	GO:0071407	GO:0071453	GO:0072707	GO:0098743
PA2129	GO:0007155	GO:0009405	GO:0071453	GO:0097311
PA2130	GO:0007155	GO:0009405	GO:0071453	GO:0098743
PA2131	GO:0006928	GO:0009405	GO:0071453
PA2132	GO:0009405	GO:0071453
PA2133	GO:0009405	GO:0071111	GO:1900191
PA2138	GO:0003887	GO:0003910	GO:0004532	GO:0016779	GO:0071897	GO:0090503
PA2146	GO:0042710
PA2196	GO:0000976
PA2200	GO:0071111
PA2206	GO:0000976	GO:1901031
PA2219	GO:0006810	GO:0016020
PA2227	GO:0043902
PA2231	GO:0042710	GO:0044010	GO:0045226
PA2232	GO:0042710	GO:0044010	GO:0045226	GO:0050089
PA2233	GO:0042710	GO:0044010	GO:0045226
PA2234	GO:0030114	GO:0042710	GO:0044010	GO:0045226
PA2235	GO:0042710	GO:0044010	GO:0045226
PA2236	GO:0042710	GO:0044010	GO:0045226
PA2237	GO:0042710	GO:0044010	GO:0045226
PA2238	GO:0042710	GO:0044010	GO:0045226
PA2239	GO:0042710	GO:0044010	GO:0045226
PA2240	GO:0042710	GO:0044010	GO:0045226
PA2241	GO:0042710	GO:0044010	GO:0045226
PA2242	GO:0044010	GO:0045226
PA2258	GO:0000976	GO:0003950	GO:0045862	GO:0045893	GO:1900377
PA2259	GO:0045892
PA2272	GO:0009276
PA2277	GO:0006355	GO:0048583
PA2278	GO:0006810	GO:0016020
PA2279	GO:0006810	GO:0050896
PA2280	GO:0016655
PA2320	GO:0003700	GO:0010906
PA2356	GO:0006790	GO:0008152	GO:0015976	GO:0044248
PA2357	GO:0006790	GO:0008152	GO:0015976	GO:0044248
PA2373	GO:0033103	GO:0033104
PA2382	GO:0004362	GO:0004459
PA2385	GO:0002049	GO:0005737	GO:0009405	GO:0016811	GO:0044010	GO:0046677	GO:0047379	GO:0050896	GO:0071978
PA2386	GO:0002049	GO:0005737	GO:0050896
PA2387	GO:0016987	GO:0048518
PA2388	GO:0016989	GO:1900705
PA2389	GO:0002049	GO:0015562	GO:1990281
PA2390	GO:0002049	GO:0015562	GO:1990281
PA2391	GO:0002049	GO:0015562	GO:1990281
PA2392	GO:0002049	GO:0004503	GO:0050896
PA2393	GO:0002049
PA2394	GO:0002049	GO:0030288	GO:0050896
PA2395	GO:0002049	GO:0050896
PA2396	GO:0002049	GO:0033608	GO:0050896
PA2397	GO:0002049	GO:0006810	GO:0016020	GO:0042626	GO:0050896
PA2398	GO:0002049	GO:0006810	GO:0038023
PA2399	GO:0002049	GO:0003824	GO:0050896
PA2400	GO:0002049	GO:0003824
PA2402	GO:0002049
PA2403	GO:0002049	GO:0043190
PA2404	GO:0043190
PA2405	GO:0043190
PA2406	GO:0043190
PA2407	GO:0043190
PA2408	GO:0043190
PA2409	GO:0043190
PA2410	GO:0043190
PA2412	GO:0002049
PA2413	GO:0002049	GO:0008483
PA2416	GO:0015927	GO:0044248
PA2424	GO:0002049	GO:0003824	GO:0050896
PA2425	GO:0002049	GO:0050896
PA2426	GO:0005515	GO:0006355	GO:0016987	GO:1900378
PA2432	GO:0040029
PA2445	GO:0008693
PA2449	GO:0006521	GO:0006546	GO:0016791	GO:0043565	GO:0045764	GO:1900378
PA2466	GO:0007166	GO:0015344	GO:0015891	GO:0019867	GO:0038023
PA2467	GO:0016989	GO:0034756
PA2468	GO:0005829	GO:0016987	GO:0034756
PA2491	GO:0034763	GO:0050709	GO:1900377
PA2492	GO:0000976	GO:0006355	GO:0045861	GO:0045893	GO:0050709	GO:1900377
PA2493	GO:0042910	GO:0046677
PA2494	GO:0006810	GO:0016020	GO:0042910	GO:0046677
PA2495	GO:0006810	GO:0016020	GO:0042910	GO:0046677
PA2511	GO:0000976
PA2523	GO:0032411	GO:0043902	GO:0045862	GO:1900233	GO:1900377
PA2532	GO:0008379	GO:0070301
PA2559.1	GO:0036460
PA2561	GO:0006935	GO:0010247
PA2570	GO:0006928	GO:0007157	GO:0050896
PA2572	GO:2000145
PA2574	GO:0018685	GO:0043448
PA2580	GO:0003955	GO:0034599
PA2586	GO:1900233
PA2587	GO:0004497	GO:0009372	GO:0019439	GO:0044550	GO:0051188
PA2590	GO:0019867
PA2591	GO:0043902	GO:1900378
PA2592	GO:0005615
PA2614	GO:0044874
PA2615	GO:0071236
PA2616	GO:0004356
PA2621	GO:0044010	GO:0044011	GO:0071236	GO:0071978
PA2624	GO:0004318
PA2634	GO:0004451	GO:0009405	GO:1900232
PA2637	GO:0004075
PA2638	GO:0004088
PA2639	GO:0003989
PA2649	GO:0071236
PA2652	GO:0006935	GO:0050918	GO:0071310
PA2654	GO:0006935	GO:0009723
PA2667	GO:0000976	GO:0010963	GO:1900377
PA2683.1	GO:0033103	GO:0097351
PA2684	GO:0009405	GO:0033103	GO:0097351
PA2685	GO:0033103	GO:0033104
PA2686	GO:0000160	GO:0000976
PA2687	GO:0000160
PA2688	GO:0006810	GO:0015344	GO:0015891	GO:0016020	GO:0019867	GO:0042930	GO:0042931
PA2689	GO:0016788
PA2738	GO:0016070
PA2739	GO:0006259
PA2755	GO:0042783
PA2761	GO:0031459	GO:1901053
PA2762	GO:0031459
PA2771	GO:0052621
PA2776	GO:0006598
PA2780	GO:0043565	GO:0045893	GO:1900192	GO:2000146
PA2782	GO:0005515	GO:0005615
PA2783	GO:0004175	GO:0005515	GO:0005615	GO:0008237	GO:0009279	GO:0015628	GO:0019867	GO:0097264
PA2801	GO:0044466
PA2808	GO:0042597	GO:0045892	GO:0050709	GO:1990169
PA2809	GO:0045892
PA2818	GO:0004114	GO:0046677	GO:1900190
PA2825	GO:1900378	GO:1900407
PA2827	GO:0009405	GO:0034599	GO:1901530
PA2849	GO:0000976	GO:0045892	GO:1900407
PA2853	GO:0019867
PA2856	GO:0004064	GO:0004622
PA2862	GO:0015628	GO:0015976	GO:0016298	GO:0043952	GO:0044248
PA2863	GO:0044248
PA2870	GO:0052621
PA2873	GO:0003810
PA2876	GO:0009117
PA2877	GO:0009405
PA2885	GO:0003677	GO:0045827	GO:0045892	GO:0046247
PA2886	GO:0046247
PA2888	GO:0046247	GO:0047925
PA2889	GO:0034824	GO:0046247
PA2890	GO:0046247
PA2891	GO:0046247	GO:0047925
PA2892	GO:0046247
PA2895	GO:0016989	GO:2000143
PA2896	GO:0016987
PA2931	GO:0000976	GO:0045892
PA2934	GO:0004301	GO:0009405	GO:2000157	GO:2001226
PA2939	GO:0006508	GO:0015628	GO:0043952
PA2950	GO:0004318	GO:0006633
PA2958.1	GO:0010608	GO:1902201
PA2960	GO:0006928	GO:0009297
PA2966	GO:0044255
PA2967	GO:0004316
PA2968	GO:0006633	GO:0044255
PA2977	GO:0004096
PA2986	GO:0044874
PA2987	GO:0044874
PA2988	GO:0044874
PA3006	GO:0000976	GO:0006355	GO:0045893	GO:0050714
PA3007	GO:0006355	GO:0044267	GO:0050896
PA3032	GO:0042128
PA3038	GO:0010167	GO:0071453
PA3045	GO:0051051
PA3047	GO:0004175	GO:0004185	GO:0009252
PA3050	GO:0004049
PA3058	GO:0044010	GO:0045226
PA3059	GO:0016757	GO:0044010	GO:0045226
PA3060	GO:0044010	GO:0045226
PA3061	GO:0035438	GO:0044010	GO:0045226
PA3062	GO:0015774	GO:0044010	GO:0045226
PA3063	GO:0044010	GO:0045226
PA3064	GO:0019213	GO:0044010	GO:0045226
PA3077	GO:0071073
PA3082	GO:0003674	GO:0005575	GO:0006520	GO:0006555	GO:0006577	GO:0008150	GO:0019695
PA3086	GO:0008233
PA3095	GO:0015627	GO:0015628
PA3096	GO:0015627	GO:0015628
PA3097	GO:0015627	GO:0015628
PA3098	GO:0015627	GO:0015628
PA3099	GO:0015627	GO:0015628
PA3100	GO:0015627	GO:0015628	GO:0044010	GO:0071978
PA3101	GO:0015627	GO:0015628
PA3102	GO:0015627	GO:0015628
PA3103	GO:0015627	GO:0015628
PA3104	GO:0015627	GO:0015628
PA3105	GO:0015627	GO:0015628
PA3107	GO:0006520	GO:0009086
PA3113	GO:0006520
PA3115	GO:0006928	GO:0015627	GO:0016020	GO:0042834	GO:0044096
PA3117	GO:0008821
PA3118	GO:0004657
PA3133	GO:0048023
PA3138	GO:0006259
PA3141	GO:0003824	GO:0006045	GO:0009103	GO:0009243	GO:0009276	GO:0016020
PA3145	GO:0009103	GO:0009243	GO:0009276	GO:0016020	GO:0016757
PA3146	GO:0009243
PA3147	GO:0044010
PA3148	GO:0000271	GO:0008761	GO:0009243	GO:0050378
PA3150	GO:0009103	GO:0009276	GO:0016787
PA3151	GO:0009243
PA3152	GO:0009243
PA3153	GO:0005886	GO:0006810	GO:0009243	GO:0009276	GO:0015297	GO:0015299	GO:0016020	GO:0034203	GO:0043165	GO:0098567	GO:1902600
PA3154	GO:0005886	GO:0008755	GO:0009103	GO:0009243	GO:0009276	GO:0016020	GO:0043165	GO:0098567
PA3155	GO:0000271	GO:0006065	GO:0008483	GO:0009243
PA3156	GO:0000271	GO:0006065	GO:0009243	GO:0016407
PA3157	GO:0016020
PA3158	GO:0000271	GO:0003954	GO:0006065	GO:0009243
PA3159	GO:0000271	GO:0003954	GO:0009243	GO:0047004
PA3160	GO:0009103	GO:0009243	GO:0009276	GO:0043165	GO:0098567
PA3168	GO:0006259
PA3170	GO:0004000
PA3174	GO:0006351	GO:0006548
PA3175	GO:0006548	GO:0050415
PA3177	GO:0052621
PA3182	GO:0008152
PA3183	GO:0006091	GO:0008734	GO:0015976	GO:0044248
PA3186	GO:0006810	GO:0008643
PA3192	GO:0010828	GO:0015976	GO:0044248
PA3194	GO:0006091	GO:0006098	GO:0015976	GO:0044248
PA3195	GO:0004553	GO:0006091	GO:0015976	GO:0044248
PA3206	GO:0046677
PA3217	GO:0004016	GO:0006171	GO:0009405
PA3223	GO:0016655
PA3225	GO:0000976	GO:0010629
PA3236	GO:0015418	GO:0031457	GO:0031460	GO:0042597	GO:0043190	GO:0050997
PA3242	GO:0008913	GO:0009245
PA3257	GO:0007165
PA3263	GO:0003677
PA3271	GO:0000155	GO:1900376
PA3279	GO:0006810
PA3280	GO:0006810
PA3294	GO:0033103	GO:0033104
PA3296	GO:0015628	GO:0043952
PA3297	GO:0006364	GO:0046677
PA3299	GO:0006631	GO:0042758	GO:0044255
PA3305.1	GO:0009372	GO:0045975	GO:0071456
PA3311	GO:0071111	GO:0071732
PA3319	GO:0015628	GO:0016298
PA3339	GO:0005576	GO:0009279	GO:0016298	GO:0046819
PA3343	GO:0052621
PA3345	GO:0009927	GO:0050921	GO:1900191	GO:2000145
PA3346	GO:0000156
PA3351	GO:0016989
PA3356	GO:0006598
PA3357	GO:0008721
PA3361	GO:0006928	GO:0010633	GO:0030246	GO:0044010	GO:0061045
PA3363	GO:0006355	GO:0015976	GO:0031564	GO:0034251	GO:0044248	GO:0051345
PA3364	GO:0006355	GO:0033218	GO:0034251	GO:0051346
PA3366	GO:0015976	GO:0043605	GO:0044248
PA3366.1	GO:0062161	GO:1900191
