GCF_000007085.1_ASM708v1
GCF_000007805.1_ASM780v1
GCF_000008725.1_ASM872v1
GCF_000009085.1_ASM908v1
GCF_000009765.2_ASM976v2
GCF_000011905.1_ASM1190v1
GCF_000012765.1_ASM1276v1
GCF_000014425.1_ASM1442v1
GCF_000016285.1_ASM1628v1
GCF_000018525.1_ASM1852v1
GCF_000019725.1_ASM1972v1
GCF_000020025.1_ASM2002v1
GCF_000022265.1_ASM2226v1
GCF_000062885.1_ASM6288v1
GCF_000083545.1_ASM8354v1
GCF_000157895.3_ASM15789v2
GCF_000164905.1_ASM16490v1
GCF_000195955.2_ASM19595v2
GCF_000196795.1_ASM19679v1
GCF_000196875.2_ASM19687v2
GCF_000236925.1_ASM23692v1
GCF_000237085.1_ASM23708v1
GCF_000260965.1_ASM26096v1
GCF_000299335.2_ASM29933v2
GCF_000504105.1_ASM50410v1
GCF_000590925.1_ASM59092v1
GCF_000597865.1_ASM59786v1
GCF_000626675.1_ASM62667v1
GCF_000697965.2_ASM69796v2
GCF_000732945.1_ASM73294v1
GCF_000746025.2_ASM74602v2
GCF_000747315.1_ASM74731v1
GCF_000763515.1_ASM76351v1
GCF_000788395.1_ASM78839v1
GCF_000812665.2_ASM81266v2
GCF_000817955.1_ASM81795v1
GCF_000827125.1_ASM82712v1
GCF_000828475.1_ASM82847v1
GCF_000828615.1_ASM82861v1
GCF_000828635.1_ASM82863v1
GCF_000828675.1_ASM82867v1
GCF_000828895.1_ASM82889v1
GCF_000830985.1_ASM83098v1
GCF_000831645.3_ASM83164v3
GCF_000833575.1_ASM83357v1
GCF_000934545.1_ASM93454v1
GCF_000950575.1_ASM95057v1
GCF_000963865.1_ASM96386v1
GCF_000967425.1_ASM96742v1
GCF_000980835.1_ASM98083v1
GCF_000981765.1_ASM98176v1
GCF_000987835.1_ASM98783v1
GCF_001006005.1_ASM100600v1
GCF_001007875.1_ASM100787v1
GCF_001017655.1_ASM101765v1
GCF_001020985.1_ASM102098v1
GCF_001021025.1_ASM102102v1
GCF_001021045.1_ASM102104v1
GCF_001021065.1_ASM102106v1
GCF_001027025.1_ASM102702v1
GCF_001028665.1_ASM102866v1
GCF_001043175.1_ASM104317v1
GCF_001050475.1_ASM105047v1
GCF_001051995.2_ASM105199v2
GCF_001077815.2_ASM107781v2
GCF_001263175.1_ASM126317v1
GCF_001274895.1_ASM127489v1
GCF_001277175.1_ASM127717v1
GCF_001277995.1_ASM127799v1
GCF_001278055.1_ASM127805v1
GCF_001281485.1_ASM128148v1
GCF_001298465.1_ASM129846v1
GCF_001307195.1_ASM130719v1
GCF_001307805.1_ASM130780v2
GCF_001310225.1_ASM131022v1
GCF_001314995.1_ASM131499v1
GCF_001444425.1_ASM144442v1
GCF_001456255.1_ASM145625v1
GCF_001465795.2_ASM146579v2
GCF_001484725.1_ASM148472v1
GCF_001509405.1_ASM150940v1
GCF_001543325.1_ASM154332v1
GCF_001544015.1_ASM154401v1
GCF_001545095.1_ASM154509v1
GCF_001553565.1_ASM155356v1
GCF_001564455.1_ASM156445v1
GCF_001579945.1_ASM157994v1
GCF_001586255.1_ASM158625v1
GCF_001598035.1_ASM159803v1
GCF_001611975.1_ASM161197v1
GCF_001623565.1_ASM162356v1
GCF_001632805.1_ASM163280v1
GCF_001641285.1_ASM164128v1
GCF_001642085.1_ASM164208v1
GCF_001643015.1_ASM164301v1
GCF_001644565.1_ASM164456v1
GCF_001659785.1_ASM165978v1
GCF_001660485.1_ASM166048v1
GCF_001663175.1_ASM166317v1
GCF_001663815.1_ASM166381v1
GCF_001677435.1_ASM167743v1
GCF_001678905.1_ASM167890v1
GCF_001679665.1_ASM167966v1
GCF_001685415.1_ASM168541v1
GCF_001687545.1_ASM168754v1
GCF_001687605.2_ASM168760v2
GCF_001696605.3_ASM169660v3
GCF_001697185.1_ASM169718v1
GCF_001697225.1_ASM169722v1
GCF_001698205.1_ASM169820v1
GCF_001700985.1_ASM170098v1
GCF_001701045.1_ASM170104v1
GCF_001704615.3_ASM170461v3
GCF_001708305.1_ASM170830v1
GCF_001708405.1_ASM170840v1
GCF_001721685.1_ASM172168v1
GCF_001729245.1_ASM172924v1
GCF_001729805.1_ASM172980v1
GCF_001746835.1_ASM174683v1
GCF_001747405.1_ASM174740v1
GCF_001750105.1_ASM175010v1
GCF_001753205.1_ASM175320v1
GCF_001753245.1_ASM175324v1
GCF_001761325.1_ASM176132v1
GCF_001831475.1_ASM183147v1
GCF_001831495.1_ASM183149v1
GCF_001854125.1_ASM185412v1
GCF_001854325.1_ASM185432v1
GCF_001856665.1_ASM185666v1
GCF_001856685.1_ASM185668v1
GCF_001857965.1_ASM185796v1
GCF_001865575.2_ASM186557v2
GCF_001870205.1_ASM187020v1
GCF_001886615.1_ASM188661v1
GCF_001886695.1_ASM188669v1
GCF_001886735.1_ASM188673v1
GCF_001887775.1_ASM188777v1
GCF_001888185.1_ASM188818v1
GCF_001889005.1_ASM188900v1
GCF_001889025.1_ASM188902v1
GCF_001889045.1_ASM188904v1
GCF_001889165.1_ASM188916v1
GCF_001890385.1_ASM189038v1
GCF_001895265.1_ASM189526v1
GCF_001913155.1_ASM191315v1
GCF_001932615.1_ASM193261v1
GCF_001941445.1_ASM194144v1
GCF_001941505.1_ASM194150v1
GCF_001941565.1_ASM194156v1
GCF_001953055.1_ASM195305v1
GCF_001953175.1_ASM195317v1
GCF_001953955.1_ASM195395v1
GCF_001956695.1_ASM195669v1
GCF_001975705.1_ASM197570v1
GCF_001997345.1_ASM199734v1
GCF_001997385.1_ASM199738v1
GCF_001998865.1_ASM199886v1
GCF_001999905.1_ASM199990v1
GCF_001999965.1_ASM199996v1
GCF_002005145.1_ASM200514v1
GCF_002005165.1_ASM200516v1
GCF_002043005.1_ASM204300v1
GCF_002056295.1_ASM205629v1
GCF_002085925.2_ASM208592v2
GCF_002101335.1_ASM210133v1
GCF_002105555.1_ASM210555v1
GCF_002117105.1_ASM211710v1
GCF_002119525.1_ASM211952v1
GCF_002155145.1_ASM215514v1
GCF_002157735.2_ASM215773v2
GCF_002157875.1_ASM215787v1
GCF_002157895.1_ASM215789v1
GCF_002165375.2_ASM216537v2
GCF_002197645.1_ASM219764v1
GCF_002209445.1_ASM220944v1
GCF_002216775.1_ASM221677v1
GCF_002216795.1_ASM221679v1
GCF_002224365.1_ASM222436v1
GCF_002240035.1_ASM224003v1
GCF_002243645.1_ASM224364v1
GCF_002257545.1_ASM225754v1
GCF_002269345.1_ASM226934v1
GCF_002285495.1_ASM228549v1
GCF_002288525.1_ASM228852v1
GCF_002327105.1_ASM232710v1
GCF_002355155.1_ASM235515v1
GCF_002355215.1_ASM235521v1
GCF_002355415.1_ASM235541v1
GCF_002355735.1_ASM235573v1
GCF_002407185.1_ASM240718v1
GCF_002499975.2_ASM249997v2
GCF_002706665.1_ASM270666v1
GCF_002754935.1_ASM275493v1
GCF_002764115.1_ASM276411v1
GCF_002795805.1_ASM279580v1
GCF_002795825.1_ASM279582v1
GCF_002795845.1_ASM279584v1
GCF_002795865.1_ASM279586v1
GCF_002812485.1_ASM281248v1
GCF_002813755.1_ASM281375v1
GCF_002847305.1_ASM284730v1
GCF_002865605.1_ASM286560v1
GCF_002868735.1_ASM286873v1
GCF_002872475.1_ASM287247v1
GCF_002892535.1_ASM289253v1
GCF_002893765.1_ASM289376v1
GCF_002952055.1_ASM295205v1
GCF_002966125.1_ASM296612v1
GCF_002998435.1_ASM299843v1
GCF_003008535.1_ASM300853v1
GCF_003008595.1_ASM300859v1
GCF_003013695.1_ASM301369v1
GCF_003024155.1_ASM302415v1
GCF_003024525.3_ASM302452v3
GCF_003055625.1_ASM305562v1
GCF_003058465.1_ASM305846v1
GCF_003060865.1_ASM306086v1
GCF_003065405.1_ASM306540v1
GCF_003065425.1_ASM306542v1
GCF_003065605.1_ASM306560v1
GCF_003070865.1_ASM307086v1
GCF_003070885.1_ASM307088v1
GCF_003076475.1_ASM307647v1
GCF_003086355.1_ASM308635v2
GCF_003096015.2_ASM309601v2
GCF_003096035.1_ASM309603v1
GCF_003097535.1_ASM309753v1
GCF_003100395.1_ASM310039v1
GCF_003114835.2_ASM311483v3
GCF_003143535.1_ASM314353v1
GCF_003143555.1_ASM314355v1
GCF_003148385.1_ASM314838v1
GCF_003150835.1_ASM315083v1
GCF_003173015.1_ASM317301v1
GCF_003265305.2_ASM326530v2
GCF_003268595.1_ASM326859v1
GCF_003268655.1_ASM326865v1
GCF_003269425.1_ASM326942v1
GCF_003285265.1_ASM328526v1
GCF_003286395.1_ASM328639v1
GCF_003287895.1_ASM328789v1
GCF_003293695.1_ASM329369v1
GCF_003315775.1_ASM331577v1
GCF_003324675.1_ASM332467v1
GCF_003325455.1_ASM332545v1
GCF_003336365.1_ASM333636v1
GCF_003339525.1_ASM333952v1
GCF_003345255.1_ASM334525v1
GCF_003346815.1_ASM334681v1
GCF_003351745.1_ASM335174v1
GCF_003351765.1_ASM335176v1
GCF_003352005.1_ASM335200v1
GCF_003352165.1_ASM335216v1
GCF_003353065.1_ASM335306v1
GCF_003355455.1_ASM335545v1
GCF_003367375.1_ASM336737v1
GCF_003367905.1_ASM336790v1
GCF_003382565.3_ASM338256v3
GCF_003429285.1_ASM342928v1
GCF_003515105.1_ASM351510v1
GCF_003544815.1_ASM354481v1
GCF_003544895.1_ASM354489v1
GCF_003544915.1_ASM354491v1
GCF_003546865.1_ASM354686v1
GCF_003568845.1_ASM356884v1
GCF_003568865.1_ASM356886v1
GCF_003574965.1_ASM357496v1
GCF_003595195.1_ASM359519v1
GCF_003600355.1_ASM360035v1
GCF_003600625.1_ASM360062v1
GCF_003606325.2_ASM360632v3
GCF_003606345.3_ASM360634v3
GCF_003609995.1_ASM360999v1
GCF_003611035.1_ASM361103v1
GCF_003627055.1_ASM362705v1
GCF_003627075.1_ASM362707v1
GCF_003627095.1_ASM362709v1
GCF_003660165.1_ASM366016v1
GCF_003710085.1_ASM371008v1
GCF_003710105.1_ASM371010v1
GCF_003716875.1_ASM371687v1
GCF_003795125.1_ASM379512v1
GCF_003813965.1_ASM381396v1
GCF_003813985.1_ASM381398v1
GCF_003814005.1_ASM381400v1
GCF_003856495.1_ASM385649v1
GCF_003860405.1_ASM386040v1
GCF_003860465.1_ASM386046v1
GCF_003860525.1_ASM386052v1
GCF_003860585.1_ASM386058v1
GCF_003925875.1_ASM392587v1
GCF_003940805.1_ASM394080v1
GCF_003945325.1_ASM394532v1
GCF_003952265.1_ASM395226v1
GCF_003952345.1_ASM395234v1
GCF_003952725.1_ASM395272v1
GCF_003955755.1_ASM395575v1
GCF_003966335.1_ASM396633v1
GCF_003966715.1_ASM396671v1
GCF_003967035.1_ASM396703v1
GCF_003967195.1_ASM396719v1
GCF_003967275.1_ASM396727v1
GCF_003971195.1_ASM397119v1
GCF_003991875.1_ASM399187v1
GCF_003991975.1_ASM399197v1
GCF_004000605.1_ASM400060v1
GCF_004001245.1_ASM400124v1
GCF_004001325.1_ASM400132v1
GCF_004010955.1_ASM401095v1
GCF_004022565.1_ASM402256v1
GCF_004028235.1_ASM402823v1
GCF_004087915.1_ASM408791v1
GCF_004101785.1_ASM410178v1
GCF_004102025.1_ASM410202v1
GCF_004103735.1_ASM410373v1
GCF_004114895.1_ASM411489v1
GCF_004135345.1_ASM413534v1
GCF_004135365.1_ASM413536v1
GCF_004135385.1_ASM413538v1
GCF_004139715.1_ASM413971v1
GCF_004151275.2_ASM415127v2
GCF_004208635.1_ASM420863v1
GCF_004214795.1_ASM421479v1
GCF_004295665.1_ASM429566v1
GCF_004300825.1_ASM430082v1
GCF_004331955.1_ASM433195v1
GCF_004353525.1_ASM435352v2
GCF_004355225.1_ASM435522v1
GCF_004358325.1_ASM435832v1
GCF_004358425.1_ASM435842v1
GCF_004358445.1_ASM435844v1
